user_id,entry_index,date,mood_score,text,regime_label
1,0,2020-01-01,6.292593027570393,"Overall I felt grateful, especially during task. Still somewhat routine.",stable_high
1,1,2020-01-02,6.495847149891971,I have been feeling motivated. The day involved family and made me family.,stable_high
1,2,2020-01-03,6.610911671571437,Today I felt focused and task. It was mostly about food.,stable_high
1,3,2020-01-04,7.3718883244392135,I have been feeling energized. The day involved food and made me focused.,stable_high
1,4,2020-01-05,7.540437295279799,I have been feeling confident. The day involved weather and made me productive.,stable_high
1,5,2020-01-06,8.00466422849695,I have been feeling thrilled. The day involved routine and made me grateful.,stable_high
1,6,2020-01-07,8.395083533571768,My mood was confident. Things around work made me feel motivated.,stable_high
1,7,2020-01-08,9.141926402850931,"Overall I felt ecstatic, especially during weather. Still somewhat motivated.",stable_high
1,8,2020-01-09,9.120732096513068,My mood was energized. Things around work made me feel motivated.,stable_high
1,9,2020-01-10,10.0,My mood was thrilled. Things around meeting made me feel content.,stable_high
1,10,2020-01-11,9.799974532083692,My mood was inspired. Things around meeting made me feel grateful.,stable_high
1,11,2020-01-12,10.0,My mood was energized. Things around work made me feel productive.,stable_high
1,12,2020-01-13,10.0,I have been feeling thrilled. The day involved work and made me grateful.,stable_high
1,13,2020-01-14,10.0,My mood was thrilled. Things around weather made me feel motivated.,stable_high
1,14,2020-01-15,9.82579940042722,My mood was inspired. Things around meeting made me feel grateful.,stable_high
1,15,2020-01-16,10.0,My mood was confident. Things around weather made me feel focused.,stable_high
1,16,2020-01-17,10.0,"Overall I felt inspired, especially during weather. Still somewhat focused.",stable_high
1,17,2020-01-18,9.661240137342483,Today I felt thrilled and motivated. It was mostly about weather.,stable_high
1,18,2020-01-19,10.0,"Overall I felt thrilled, especially during task. Still somewhat grateful.",stable_high
1,19,2020-01-20,9.449302672316803,I have been feeling thrilled. The day involved weather and made me slipping.,stable_high
1,20,2020-01-21,9.301584427852326,"Overall I felt energized, especially during task. Still somewhat content.",stable_high
1,21,2020-01-22,9.723368284017067,My mood was thrilled. Things around meeting made me feel focused.,stable_high
1,22,2020-01-23,10.0,I have been feeling inspired. The day involved routine and made me content.,stable_high
1,23,2020-01-24,10.0,I have been feeling inspired. The day involved weather and made me focused.,stable_high
1,24,2020-01-25,10.0,I have been feeling confident. The day involved family and made me grateful.,stable_high
1,25,2020-01-26,10.0,My mood was inspired. Things around routine made me feel motivated.,stable_high
1,26,2020-01-27,9.89166331419443,My mood was inspired. Things around routine made me feel content.,stable_high
1,27,2020-01-28,10.0,"Overall I felt inspired, especially during work. Still somewhat content.",stable_high
1,28,2020-01-29,10.0,My mood was inspired. Things around meeting made me feel grateful.,stable_high
1,29,2020-01-30,10.0,I have been feeling ecstatic. The day involved weather and made me focused.,stable_high
1,30,2020-01-31,10.0,"Overall I felt energized, especially during weather. Still somewhat motivated.",stable_high
1,31,2020-02-01,10.0,I have been feeling energized. The day involved routine and made me motivated.,stable_high
1,32,2020-02-02,10.0,I have been feeling confident. The day involved routine and made me focused.,stable_high
1,33,2020-02-03,10.0,My mood was thrilled. Things around weather made me feel motivated.,stable_high
1,34,2020-02-04,9.545576758162333,Today I felt thrilled and content. It was mostly about food.,stable_high
1,35,2020-02-05,10.0,I have been feeling thrilled. The day involved work and made me productive.,stable_high
1,36,2020-02-06,10.0,My mood was confident. Things around work made me feel grateful.,stable_high
1,37,2020-02-07,10.0,My mood was thrilled. Things around weather made me feel productive.,stable_high
1,38,2020-02-08,10.0,I have been feeling energized. The day involved work and made me productive.,stable_high
1,39,2020-02-09,9.831959110945393,Today I felt confident and content. It was mostly about routine.,stable_high
1,40,2020-02-10,9.858337472214606,I have been feeling inspired. The day involved work and made me productive.,stable_high
1,41,2020-02-11,10.0,My mood was confident. Things around task made me feel grateful.,stable_high
1,42,2020-02-12,10.0,Today I felt thrilled and content. It was mostly about weather.,stable_high
1,43,2020-02-13,10.0,My mood was inspired. Things around weather made me feel productive.,stable_high
1,44,2020-02-14,10.0,My mood was thrilled. Things around food made me feel motivated.,stable_high
1,45,2020-02-15,10.0,Today I felt thrilled and grateful. It was mostly about food.,stable_high
1,46,2020-02-16,9.171390580081134,"Overall I felt energized, especially during weather. Still somewhat declining.",stable_high
1,47,2020-02-17,8.69092918443458,I have been feeling confident. The day involved food and made me motivated.,stable_high
1,48,2020-02-18,8.284754553835336,Today I felt energized and grateful. It was mostly about weather.,stable_high
1,49,2020-02-19,9.426354087094216,Today I felt inspired and productive. It was mostly about task.,stable_high
1,50,2020-02-20,10.0,I have been feeling ecstatic. The day involved family and made me grateful.,stable_high
1,51,2020-02-21,9.932992966960299,Today I felt thrilled and motivated. It was mostly about food.,stable_high
1,52,2020-02-22,9.753139988002895,I have been feeling confident. The day involved work and made me motivated.,stable_high
1,53,2020-02-23,8.58883732665733,"Overall I felt energized, especially during routine. Still somewhat grateful.",stable_high
1,54,2020-02-24,8.850077020477805,My mood was inspired. Things around family made me feel content.,stable_high
